-0.064185825	0.086870176	1.090456566
-0.010523918	1.010453702	-0.421626618
0.285468699	-4.901197221	-0.009236342
1.188356778	-5.361321265	-1.454432578
1.243176858	-0.850380793	-1.522490478
1.38308017	-6.285691554	0.047637741
2.435594846	-4.333717416	1.1553099
2.443489175	-0.987798176	-0.469996504
2.497151083	-0.140087489	1.085891884
2.720622542	-2.682684068	-1.216684554
2.793143699	2.458597517	-4.239943132
3.696031778	3.940236193	-3.915824124
3.708160575	-5.046608881	-1.545034613
3.750851858	1.743705828	0.024793869
3.89075517	3.101590283	-5.467387437
3.945074324	-5.893350807	-0.005377966
4.554397372	-4.241809752	-0.218634815
4.943269846	1.166330985	-4.330764325
4.951164175	0.900928	-0.620460062
5.004826083	-0.870366213	-0.664265267
5.228297542	2.395021766	-1.714930276
5.300818699	2.442599704	4.249179473
6.203706778	1.421085072	5.370256702
6.215835575	3.861343665	-3.597974188
6.258526858	-0.893325034	1.497696609
6.39843017	3.184101271	5.419749696
6.452749324	2.951332859	-5.101102529
7.062072372	2.31024818	-3.564197595
7.450944846	3.167386431	3.175454425
7.735972542	0.287662302	2.93161483
8.723510575	1.185265216	5.143008801
8.960424324	2.942017948	5.106480495
9.569747372	1.931561572	3.78283241
