14.23397863	0.642302581	-0.384880218
13.61167321	-0.70250867	-1.326446834
12.75127906	0.283466689	1.394334544
12.66135266	-1.46173951	1.151941568
11.41470931	0.570147984	-0.760411353
11.29485613	-1.186871954	-0.860017335
10.15433687	0.587825284	1.358986103
10.13053542	-1.178440663	1.408970914
8.912814379	0.498309723	-0.849553962
8.844598391	-1.257564117	-0.710075909
7.581033614	0.729134771	1.251026876
7.524416426	-1.029234348	1.417384343
6.434001845	0.546884483	-0.978171041
6.365474786	-1.205415771	-0.795031117
5.019561883	0.817498832	1.07239486
4.949440897	-0.938167329	1.254261126
3.941514257	0.630204334	-1.182218457
3.876667827	-1.123967605	-1.008968269
2.477785284	0.880736579	0.839598095
2.409973126	-0.875811833	1.004348283
1.430569072	0.712779283	-1.431246645
1.370746498	-1.04388935	-1.278007669
-0.077258461	0.940379912	0.554623462
-0.139600831	-0.827442485	0.703027227
-0.816965175	-0.032539381	-0.728004719
