0	0	0
1.249550558	-5.279490484	-0.363746609
1.25390251	-0.759297163	-0.429250367
1.268558645	-2.165052483	0.16580982
2.401155624	-4.368375862	0.0596904
2.507675	0	0
3.727611043	-4.919589248	-0.456569755
3.757225558	2.954759045	-4.390299574
3.76157751	0.751390304	-0.442945448
3.776233645	0.938930725	-1.957895361
4.908830624	2.132494528	-3.81296967
5.01535	0	0
6.235286043	2.85519563	-4.032204387
6.264900558	2.324731438	4.754046182
6.26925251	0.007906859	0.872195815
6.283908645	1.226121758	1.792085541
7.416505624	2.235881334	3.75327927
8.742961043	2.064393618	4.488774142
